trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
38	arrogant :: humble	arrogant	humble	0	0	0	0	0	0	0	No direct mapping
39	heroic :: villainous	heroic	villainous	0	0	0	0	0	0	1	General moral good/evil
40	attractive :: repulsive	attractive	repulsive	0	0	0	0	1	0	0	Repulsive triggers disgust (purity)
41	rational :: whimsical	rational	whimsical	0	0	0	0	0	0	0	No clear foundation
42	mischievous :: well behaved	mischievous	well behaved	0	0	0	1	0	0	0	Well behaved relates to authority/obedience
43	aloof :: obsessed	aloof	obsessed	0	0	0	0	0	0	0	No clear foundation
44	indulgent :: sober	indulgent	sober	0	0	0	0	1	0	0	Sober relates to self-discipline (purity)
45	kinky :: vanilla	kinky	vanilla	0	0	0	0	1	0	0	Kinky implies sexual deviance (purity)
46	straightforward :: cryptic	straightforward	cryptic	0	1	0	0	0	0	1	Straightforward implies honesty (fairness, general)
47	spontaneous :: deliberate	spontaneous	deliberate	0	0	0	0	0	0	0	No clear foundation
48	libertarian :: socialist	libertarian	socialist	0	0	0	0	0	1	0	Libertarian directly relates to liberty foundation
49	scheduled :: spontaneous	scheduled	spontaneous	0	0	0	1	0	0	0	Scheduled relates to order/authority
50	works hard :: plays hard	works hard	plays hard	0	0	0	0	1	0	0	Works hard relates to self-discipline (purity)
51	reasoned :: instinctual	reasoned	instinctual	0	0	0	0	0	0	0	
52	focused on the present :: focused on the future	focused on the present	focused on the future	0	0	0	0	0	0	0	
53	empirical :: theoretical	empirical	theoretical	0	0	0	0	0	0	0	
54	open :: guarded	open	guarded	0	0	0	0	0	0	0	
55	methodical :: astonishing	methodical	astonishing	0	0	0	0	0	0	0	
56	mighty :: puny	mighty	puny	0	0	0	0	0	0	0	
57	bossy :: meek	bossy	meek	0	0	0	1	0	1	0	bossy suggests dominating others, relates to authority vice and liberty restriction
58	barbaric :: civilized	barbaric	civilized	1	0	0	1	1	0	0	barbaric implies harm and lack of civilization; civilized implies order and refinement
59	gregarious :: private	gregarious	private	0	0	0	0	0	0	0	
60	quiet :: loud	quiet	loud	0	0	0	0	0	0	0	
61	political :: nonpolitical	political	nonpolitical	0	0	0	0	0	0	0	
62	confident :: insecure	confident	insecure	0	0	0	0	0	0	0	
63	democratic :: authoritarian	democratic	authoritarian	0	1	0	1	0	1	0	authoritarian relates to authority vice, democratic relates to fairness and liberty
64	debased :: pure	debased	pure	0	0	0	0	1	0	0	pure is purity virtue, debased is purity vice
65	fast :: slow	fast	slow	0	0	0	0	0	0	0	
66	frugal :: lavish	frugal	lavish	0	0	0	0	1	0	0	frugal relates to self-discipline (purity virtue), lavish to excess (purity vice)
67	ludicrous :: sensible	ludicrous	sensible	0	0	0	0	0	0	0	
68	orange :: purple	orange	purple	0	0	0	0	0	0	0	
69	tall :: short	tall	short	0	0	0	0	0	0	0	
70	young :: old	young	old	0	0	0	0	0	0	0	
71	down2earth :: head@clouds	down2earth	head@clouds	0	0	0	0	0	0	0	
72	extrovert :: introvert	extrovert	introvert	0	0	0	0	0	0	0	
73	open to new experiences :: uncreative	open to new experiences	uncreative	0	0	0	0	0	0	0	
74	calm :: anxious	calm	anxious	0	0	0	0	0	0	0	
75	disorganized :: self-disciplined	disorganized	self-disciplined	0	0	0	0	1	0	0	self-disciplined is purity virtue
76	quarrelsome :: warm	quarrelsome	warm	1	0	0	0	0	0	0	warm is related to care
77	nerd :: jock	nerd	jock	0	0	0	0	0	0	0	No clear moral foundation
78	lowbrow :: highbrow	lowbrow	highbrow	0	0	0	0	1	0	0	highbrow aligns with purity virtue (refined, elevated)
79	selfish :: altruistic	selfish	altruistic	1	0	0	0	0	0	0	altruistic is care (kindness, nurturance)
80	autistic :: neurotypical	autistic	neurotypical	0	0	0	0	0	0	0	Not a moral trait
81	angelic :: demonic	angelic	demonic	1	0	0	0	1	0	1	angelic: pure, good; demonic: evil, harmful
82	hesitant :: decisive	hesitant	decisive	0	0	0	0	0	0	0	Not a moral foundation
83	devout :: heathen	devout	heathen	0	0	0	0	1	0	0	devout: piety, purity; heathen: impious
84	cruel :: kind	cruel	kind	1	0	0	0	0	0	0	kind is care, cruel is harm
85	direct :: roundabout	direct	roundabout	0	0	0	0	0	0	0	No moral foundation
86	mathematical :: literary	mathematical	literary	0	0	0	0	0	0	0	No moral foundation
87	blue-collar :: ivory-tower	blue-collar	ivory-tower	0	0	0	0	0	0	0	No clear moral foundation
88	slovenly :: stylish	slovenly	stylish	0	0	0	0	1	0	0	slovenly: unclean, impure; stylish: refined
89	playful :: shy	playful	shy	0	0	0	0	0	0	0	No moral foundation
90	serious :: bold	serious	bold	0	0	0	0	0	0	0	No moral foundation
91	charming :: trusting	charming	trusting	0	0	0	0	0	0	0	No clear moral foundation
92	awkward :: suspicious	awkward	suspicious	0	0	0	0	0	0	0	No moral foundation
93	hipster :: basic	hipster	basic	0	0	0	0	0	0	0	No moral foundation
94	coordinated :: clumsy	coordinated	clumsy	0	0	0	0	0	0	0	No moral foundation
95	funny :: humorless	funny	humorless	0	0	0	0	0	0	0	No moral foundation
96	politically correct :: edgy	politically correct	edgy	0	1	0	0	0	1	0	PC aligns with fairness (inclusivity), edgy with liberty (anti-authority)
97	rich :: poor	rich	poor	0	0	0	0	0	0	0	No moral foundation
98	hard :: soft	hard	soft	1	0	0	0	0	0	0	soft is gentle, related to care
99	remote :: involved	remote	involved	1	0	0	0	0	0	0	involved indicates caring engagement
100	metaphorical :: literal	metaphorical	literal	0	0	0	0	0	0	0	No moral foundation
101	biased :: impartial	biased	impartial	0	1	0	0	0	0	0	biased (unfairness) vs impartial (fairness)
102	mundane :: extraordinary	mundane	extraordinary	0	0	0	0	0	0	0	
103	tiresome :: interesting	tiresome	interesting	0	0	0	0	0	0	0	
104	smooth :: rough	smooth	rough	0	0	0	0	0	0	0	
105	spicy :: mild	spicy	mild	0	0	0	0	0	0	0	
106	enslaved :: emancipated	enslaved	emancipated	0	0	0	0	0	1	0	enslaved (domination) vs emancipated (freedom) relates to liberty
107	optimistic :: pessimistic	optimistic	pessimistic	0	0	0	0	0	0	0	
108	sickly :: healthy	sickly	healthy	0	0	0	0	1	0	0	sickly related to disease (purity vice), healthy as pure
109	luddite :: technophile	luddite	technophile	0	0	0	0	0	0	0	
110	vain :: demure	vain	demure	0	0	0	0	0	0	0	
111	high-tech :: low-tech	high-tech	low-tech	0	0	0	0	0	0	0	
112	flexible :: rigid	flexible	rigid	0	0	0	0	0	0	0	
113	cosmopolitan :: provincial	cosmopolitan	provincial	0	0	0	0	0	0	0	
114	arcane :: mainstream	arcane	mainstream	0	0	0	0	0	0	0	
115	outlaw :: sheriff	outlaw	sheriff	0	0	0	1	0	0	0	outlaw (defiance) vs sheriff (law, authority)
116	pronatalist :: child free	pronatalist	child free	0	0	0	0	0	0	0	
117	sad :: happy	sad	happy	0	0	0	0	0	0	0	
118	jealous :: compersive	jealous	compersive	0	0	0	0	0	0	0	
119	bitter :: sweet	bitter	sweet	0	0	0	0	0	0	0	
120	resigned :: resistant	resigned	resistant	0	0	0	0	0	1	0	resistant against domination relates to liberty
121	sarcastic :: genuine	sarcastic	genuine	0	0	0	0	0	0	0	
122	human :: animalistic	human	animalistic	0	0	0	0	1	0	0	animalistic relates to impurity, human to purity
123	sporty :: bookish	sporty	bookish	0	0	0	0	0	0	0	
124	moderate :: extreme	moderate	extreme	0	0	0	0	0	0	0	
125	angry :: good-humored	angry	good-humored	0	0	0	0	0	0	0	
126	depressed :: bright	depressed	bright	0	0	0	0	0	0	0	
127	self-conscious :: self-assured	self-conscious	self-assured	0	0	0	0	0	0	0	
128	vulnerable :: armoured	vulnerable	armoured	1	0	0	0	0	0	0	vulnerable relates to need for care/protection
129	warm :: cold	warm	cold	1	0	0	0	0	0	0	warm relates to kindness, care
130	assertive :: passive	assertive	passive	0	0	0	0	0	0	0	
131	active :: slothful	active	slothful	0	0	0	0	0	0	0	
132	imaginative :: practical	imaginative	practical	0	0	0	0	0	0	0	
133	adventurous :: stick-in-the-mud	adventurous	stick-in-the-mud	0	0	0	0	0	0	0	
134	obedient :: rebellious	obedient	rebellious	0	0	0	1	0	0	0	obedient is authority virtue, rebellious is authority vice
135	competent :: incompetent	competent	incompetent	0	0	0	0	0	0	0	
136	unambitious :: driven	unambitious	driven	0	0	0	0	0	0	0	
137	simple :: complicated	simple	complicated	0	0	0	0	0	0	0	
138	proletariat :: bourgeoisie	proletariat	bourgeoisie	0	0	0	1	0	0	0	bourgeoisie is in authority dictionary
139	alpha :: beta	alpha	beta	0	0	0	1	0	0	0	alpha/beta refer to hierarchy, authority
140	right-brained :: left-brained	right-brained	left-brained	0	0	0	0	0	0	0	
141	thick-skinned :: sensitive	thick-skinned	sensitive	1	0	0	0	0	0	0	sensitive relates to empathy, care
142	charismatic :: uninspiring	charismatic	uninspiring	0	0	0	1	0	0	0	charismatic relates to leadership, authority
143	feisty :: gracious	feisty	gracious	1	0	0	0	0	0	0	gracious relates to kindness, care
144	eloquent :: unpolished	eloquent	unpolished	0	0	0	0	0	0	0	
145	high IQ :: low IQ	high IQ	low IQ	0	0	0	0	0	0	0	
146	insider :: outsider	insider	outsider	0	0	1	0	0	0	0	insider relates to ingroup loyalty
147	morning lark :: night owl	morning lark	night owl	0	0	0	0	0	0	0	
148	thin :: thick	thin	thick	0	0	0	0	0	0	0	
149	sheeple :: conspiracist	sheeple	conspiracist	0	0	0	1	0	0	0	sheeple implies blind obedience, conspiracist challenges authority
150	neat :: messy	neat	messy	0	0	0	0	1	0	0	neat relates to cleanliness, purity
151	vague :: precise	vague	precise	0	0	0	0	0	0	0	
152	philosophical :: real	philosophical	real	0	0	0	0	0	0	0	
153	modern :: historical	modern	historical	0	0	0	0	0	0	0	
154	judgemental :: accepting	judgemental	accepting	0	0	0	0	0	0	0	
155	average :: deviant	average	deviant	0	0	0	0	0	0	0	
156	gossiping :: confidential	gossiping	confidential	0	0	1	0	0	0	0	gossiping relates to betrayal (loyalty vice)
157	official :: backdoor	official	backdoor	0	0	0	1	0	0	0	official implies following rules (authority virtue); backdoor suggests rule-breaking (authority vice)
158	scholarly :: crafty	scholarly	crafty	0	0	0	0	0	0	0	
159	leisurely :: hurried	leisurely	hurried	0	0	0	0	0	0	0	
160	explorer :: builder	explorer	builder	0	0	0	0	0	0	0	
161	captain :: first-mate	captain	first-mate	0	0	0	1	0	0	0	both are hierarchical roles (authority)
162	mysterious :: unambiguous	mysterious	unambiguous	0	0	0	0	0	0	0	
163	independent :: codependent	independent	codependent	0	0	0	0	0	0	0	
164	family-first :: work-first	family-first	work-first	0	0	1	0	0	0	0	family-first aligns with loyalty to ingroup
165	scruffy :: manicured	scruffy	manicured	0	0	0	0	1	0	0	manicured suggests cleanliness/purity; scruffy may imply lack thereof
166	wild :: tame	wild	tame	0	0	0	1	0	0	0	tame implies obedience/norm-following (authority)
167	prestigious :: disreputable	prestigious	disreputable	0	0	0	1	0	0	0	prestigious relates to status/hierarchy (authority)
168	scandalous :: proper	scandalous	proper	0	0	0	1	1	0	0	scandalous violates social norms (authority vice) and may involve impurity; proper follows norms
169	unprepared :: hoarder	unprepared	hoarder	0	0	0	0	0	0	0	
170	sheltered :: street-smart	sheltered	street-smart	0	0	0	0	0	0	0	
171	open-minded :: close-minded	open-minded	close-minded	0	1	0	0	0	0	0	close-minded aligns with prejudice (fairness vice)
172	permanent :: transient	permanent	transient	0	0	0	0	0	0	0	
173	dramatic :: no-nonsense	dramatic	no-nonsense	0	0	0	0	0	0	0	
174	apprentice :: master	apprentice	master	0	0	0	1	0	0	0	hierarchical relationship (authority)
175	straight :: queer	straight	queer	0	0	0	0	1	0	0	queer often seen as purity violation in traditional morality
176	androgynous :: gendered	androgynous	gendered	0	0	0	0	0	0	0	
177	repetitive :: varied	repetitive	varied	0	0	0	0	0	0	0	
178	patient :: impatient	patient	impatient	0	0	0	0	0	0	0	
179	poisonous :: nurturing	poisonous	nurturing	1	0	0	0	0	0	0	nurturing relates to care
180	creepy :: disarming	creepy	disarming	0	0	0	0	0	0	0	
181	inspiring :: cringeworthy	inspiring	cringeworthy	0	0	0	0	0	0	1	inspiring is general moral good
182	soulless :: soulful	soulless	soulful	0	0	0	0	1	0	0	soulful relates to spirituality/purity
183	beautiful :: ugly	beautiful	ugly	0	0	0	0	0	0	0	
184	domestic :: industrial	domestic	industrial	0	0	0	0	0	0	0	
185	juvenile :: mature	juvenile	mature	0	0	0	0	0	0	1	mature is general virtue
186	idealist :: realist	idealist	realist	0	0	0	0	0	0	0	
187	nihilist :: existentialist	nihilist	existentialist	0	0	0	0	0	0	0	
188	objective :: subjective	objective	subjective	0	0	0	0	0	0	0	
189	theist :: atheist	theist	atheist	0	0	0	0	0	0	0	
190	classical :: avant-garde	classical	avant-garde	0	0	0	0	0	0	0	
191	utilitarian :: decorative	utilitarian	decorative	0	0	0	0	0	0	0	
192	generalist :: specialist	generalist	specialist	0	0	0	0	0	0	0	
193	multicolored :: monochrome	multicolored	monochrome	0	0	0	0	0	0	0	
194	complimentary :: insulting	complimentary	insulting	1	0	0	0	0	0	0	insulting relates to harm (care)
195	individualist :: communal	individualist	communal	0	0	1	0	0	0	0	communal relates to loyalty/ingroup
196	equitable :: hypocritical	equitable	hypocritical	0	1	0	0	0	0	0	equitable is fairness, hypocritical is unfairness
197	traditional :: unorthodox	traditional	unorthodox	0	0	0	1	0	0	0	traditional relates to authority
198	workaholic :: slacker	workaholic	slacker	0	0	0	0	0	0	1	workaholic is diligent, slacker is lazy, general moral
199	resourceful :: helpless	resourceful	helpless	0	0	0	0	0	0	0	
200	crazy :: sane	crazy	sane	0	0	0	0	0	0	0	
201	anarchist :: statist	anarchist	statist	0	0	0	1	0	1	0	anarchist relates to liberty, statist to authority
202	cool :: dorky	cool	dorky	0	0	0	0	0	0	0	
203	important :: irrelevant	important	irrelevant	0	0	0	0	0	0	0	
204	noob :: pro	noob	pro	0	0	0	0	0	0	0	
205	deranged :: reasonable	deranged	reasonable	0	0	0	0	0	0	1	reasonable implies moral goodness
206	rural :: urban	rural	urban	0	0	0	0	0	0	0	
207	introspective :: not introspective	introspective	not introspective	0	0	0	0	0	0	0	
208	city-slicker :: country-bumpkin	city-slicker	country-bumpkin	0	0	0	0	0	0	0	
209	western :: eastern	western	eastern	0	0	0	0	0	0	0	
210	mad :: glad	mad	glad	0	0	0	0	0	0	0	
211	social :: reclusive	social	reclusive	0	0	0	0	0	0	0	
212	studious :: goof-off	studious	goof-off	0	0	0	0	1	0	0	studious aligns with self-discipline (purity), goof-off opposes it
213	slugabed :: go-getter	slugabed	go-getter	0	0	0	0	1	0	0	go-getter aligns with self-improvement (purity), slugabed opposes it
214	penny-pincher :: overspender	penny-pincher	overspender	0	0	0	0	1	0	0	relates to self-discipline (purity): frugality vs lack of control
215	liberal :: conservative	liberal	conservative	0	0	0	1	0	1	0	liberal aligns with liberty, conservative with authority
216	unassuming :: pretentious	unassuming	pretentious	0	0	0	0	1	0	0	unassuming = modesty (purity virtue), pretentious = opposite
217	persistent :: quitter	persistent	quitter	0	0	0	0	1	0	0	persistence aligns with self-discipline (purity)
218	hedonist :: monastic	hedonist	monastic	0	0	0	0	1	0	0	hedonist is purity vice, monastic is purity virtue
219	patriotic :: unpatriotic	patriotic	unpatriotic	0	0	1	0	0	0	0	patriotic is loyalty virtue, unpatriotic is vice
220	tactful :: indiscreet	tactful	indiscreet	1	0	0	0	0	0	0	tactful avoids harm, relates to care
221	wholesome :: salacious	wholesome	salacious	0	0	0	0	1	0	0	wholesome is purity virtue, salacious is vice
222	joyful :: miserable	joyful	miserable	0	0	0	0	0	0	0	
223	zany :: regular	zany	regular	0	0	0	0	0	0	0	
224	alert :: oblivious	alert	oblivious	0	0	0	0	0	0	0	
225	feminist :: sexist	feminist	sexist	0	1	0	0	0	1	0	feminist aligns with fairness and liberty, sexist violates fairness
226	racist :: egalitarian	racist	egalitarian	0	1	0	0	0	0	0	racist relates to unfairness, egalitarian to fairness
227	abstract :: concrete	abstract	concrete	0	0	0	0	0	0	0	
228	formal :: intimate	formal	intimate	0	0	0	0	0	0	0	
229	resolute :: wavering	resolute	wavering	0	0	0	0	0	0	0	
230	deep :: shallow	deep	shallow	0	0	0	0	0	0	0	
231	valedictorian :: drop out	valedictorian	drop out	0	0	0	0	0	0	0	
232	minimalist :: pack rat	minimalist	pack rat	0	0	0	0	0	0	0	
233	trash :: treasure	trash	treasure	0	0	0	0	0	0	0	
234	stinky :: fresh	stinky	fresh	0	0	0	0	1	0	0	stinky relates to disgust, fresh to cleanliness
235	legit :: scrub	legit	scrub	0	0	0	0	0	0	0	
236	self-destructive :: self-improving	self-destructive	self-improving	0	0	0	0	1	0	0	self-improving relates to self-discipline and purity
237	French :: Russian	French	Russian	0	0	0	0	0	0	0	
238	German :: English	German	English	0	0	0	0	0	0	0	
239	Italian :: Swedish	Italian	Swedish	0	0	0	0	0	0	0	
240	Greek :: Roman	Greek	Roman	0	0	0	0	0	0	0	
241	traumatized :: flourishing	traumatized	flourishing	1	0	0	0	0	0	0	traumatized involves suffering, relates to harm
242	sturdy :: flimsy	sturdy	flimsy	0	0	0	0	0	0	0	
243	macho :: metrosexual	macho	metrosexual	0	0	0	0	0	0	0	
244	claustrophobic :: spelunker	claustrophobic	spelunker	0	0	0	0	0	0	0	
245	offended :: chill	offended	chill	0	0	0	0	0	0	0	
246	rhythmic :: stuttering	rhythmic	stuttering	0	0	0	0	0	0	0	
247	musical :: off-key	musical	off-key	0	0	0	0	0	0	0	
248	lost :: enlightened	lost	enlightened	0	0	0	0	0	0	0	
249	masochistic :: pain-avoidant	masochistic	pain-avoidant	0	0	0	0	0	0	0	
250	efficient :: overprepared	efficient	overprepared	0	0	0	0	0	0	0	
251	oppressed :: privileged	oppressed	privileged	1	1	0	1	0	1	0	Oppression involves harm/suffering (care), inequality (fairness), power hierarchy (authority), and restriction of freedom (liberty). Privilege contrasts.
252	sunny :: gloomy	sunny	gloomy	0	0	0	0	0	0	0	No moral foundation relevance.
253	vegan :: cannibal	vegan	cannibal	1	0	0	0	1	0	0	Cannibal involves causing harm (care vice). Vegan often linked to purity/clean living; cannibal is disgusting (purity vice).
254	loveable :: punchable	loveable	punchable	1	0	0	0	0	0	0	Punchable implies desire to harm (care vice).
255	slow-talking :: fast-talking	slow-talking	fast-talking	0	0	0	0	0	0	0	No moral foundation relevance.
256	believable :: poorly-written	believable	poorly-written	0	0	0	0	0	0	0	No moral foundation relevance.
257	vibrant :: geriatric	vibrant	geriatric	0	0	0	0	0	0	0	No moral foundation relevance.
258	consistent :: variable	consistent	variable	0	0	0	0	0	0	0	No moral foundation relevance.
259	dispassionate :: romantic	dispassionate	romantic	0	0	0	0	0	0	0	No moral foundation relevance.
260	linear :: circular	linear	circular	0	0	0	0	0	0	0	No moral foundation relevance.
261	intense :: lighthearted	intense	lighthearted	0	0	0	0	0	0	0	No moral foundation relevance.
262	knowledgeable :: ignorant	knowledgeable	ignorant	0	0	0	0	0	0	0	Not specifically moral foundations.
263	fixable :: unfixable	fixable	unfixable	0	0	0	0	0	0	0	No moral foundation relevance.
264	exuberant :: subdued	exuberant	subdued	0	0	0	0	0	0	0	No moral foundation relevance.
265	secretive :: open-book	secretive	open-book	0	0	0	0	0	0	0	No strong moral foundation link.
266	perceptive :: unobservant	perceptive	unobservant	0	0	0	0	0	0	0	No moral foundation relevance.
267	folksy :: presidential	folksy	presidential	0	0	0	1	0	0	0	Presidential implies authority figure.
268	corporate :: freelance	corporate	freelance	0	0	0	1	0	1	0	Corporate relates to hierarchical authority; freelance implies independence (liberty).
269	sleepy :: frenzied	sleepy	frenzied	0	0	0	0	0	0	0	No moral foundation relevance.
270	loose :: tight	loose	tight	0	0	0	0	0	0	0	No clear moral foundation link.
271	narcissistic :: low self esteem	narcissistic	low self esteem	1	0	0	0	0	0	0	Narcissism involves lack of empathy/care for others (care vice).
272	poetic :: factual	poetic	factual	0	0	0	0	0	0	0	No moral foundation relevance.
273	melee :: ranged	melee	ranged	0	0	0	0	0	0	0	No moral foundation relevance.
274	giggling :: chortling	giggling	chortling	0	0	0	0	0	0	0	No moral foundation relevance.
275	whippersnapper :: sage	whippersnapper	sage	0	0	0	1	0	0	0	Sage implies wisdom and respected authority; whippersnapper suggests lack of deference.
276	tailor :: blacksmith	tailor	blacksmith	0	0	0	0	0	0	0	
277	hunter :: gatherer	hunter	gatherer	0	0	0	0	0	0	0	
278	experimental :: reliable	experimental	reliable	0	0	0	0	0	0	1	reliable is a general virtue
279	moist :: dry	moist	dry	0	0	0	0	0	0	0	
280	trolling :: triggered	trolling	triggered	1	0	0	0	0	0	0	trolling involves causing harm
281	tattle-tale :: f***-the-police	tattle-tale	f***-the-police	0	0	1	1	0	1	0	tattle-tale is disloyal; f***-the-police is anti-authority and pro-liberty
282	punk rock :: preppy	punk rock	preppy	0	0	0	1	0	1	0	punk rock anti-authority and liberty, preppy pro-authority
283	realistic :: fantastical	realistic	fantastical	0	0	0	0	0	0	0	
284	trendy :: vintage	trendy	vintage	0	0	0	0	0	0	0	
285	factual :: exaggerating	factual	exaggerating	0	1	0	0	0	0	0	exaggerating is dishonest
286	good-cook :: bad-cook	good-cook	bad-cook	0	0	0	0	0	0	0	
287	comedic :: dramatic	comedic	dramatic	0	0	0	0	0	0	0	
288	OCD :: ADHD	OCD	ADHD	0	0	0	0	0	0	0	
289	interrupting :: attentive	interrupting	attentive	1	0	0	1	0	0	0	interrupting is disrespectful and unkind; attentive is caring and respectful
290	exhibitionist :: bashful	exhibitionist	bashful	0	0	0	0	1	0	0	exhibitionist violates purity norms
291	badass :: weakass	badass	weakass	0	0	0	0	0	0	0	
292	gamer :: non-gamer	gamer	non-gamer	0	0	0	0	0	0	0	
293	random :: pointed	random	pointed	0	0	0	0	0	0	0	
294	epic :: deep	epic	deep	0	0	0	0	0	0	0	
295	serene :: pensive	serene	pensive	0	0	0	0	0	0	0	
296	bored :: interested	bored	interested	0	0	0	0	0	0	0	
297	envious :: prideful	envious	prideful	0	1	0	0	0	0	1	envy is fairness-related; both are general vices
298	ironic :: profound	ironic	profound	0	0	0	0	0	0	0	
299	sexual :: asexual	sexual	asexual	0	0	0	0	0	0	0	
300	clean :: perverted	clean	perverted	0	0	0	0	1	0	0	clean is pure, perverted is impure
301	empath :: psychopath	empath	psychopath	1	0	0	0	0	0	0	Empath relates to care; psychopath to harm.
302	haunted :: blissful	haunted	blissful	0	0	0	0	0	0	0	Not directly related to moral foundations.
303	entitled :: grateful	entitled	grateful	0	0	0	0	0	0	0	Not clearly matching any foundation.
304	ambitious :: realistic	ambitious	realistic	0	0	0	0	0	0	0	Not moral foundations.
305	stuck-in-the-past :: forward-thinking	stuck-in-the-past	forward-thinking	0	0	0	1	0	0	0	Stuck-in-the-past relates to tradition (authority).
306	fire :: water	fire	water	0	0	0	0	0	0	0	Metaphorical, not moral.
307	earth :: air	earth	air	0	0	0	0	0	0	0	Metaphorical, not moral.
308	lover :: fighter	lover	fighter	0	0	0	0	0	0	0	Not clearly moral foundations.
309	overachiever :: underachiever	overachiever	underachiever	0	0	0	0	0	0	0	Not moral foundations.
310	Coke :: Pepsi	Coke	Pepsi	0	0	0	0	0	0	0	Brand preference, not moral.
311	twitchy :: still	twitchy	still	0	0	0	0	0	0	0	Not moral foundations.
312	freak :: normie	freak	normie	0	0	0	0	1	0	0	Freak implies unnaturalness, related to purity.
313	thinker :: doer	thinker	doer	0	0	0	0	0	0	0	Not moral foundations.
314	hard-work :: natural-talent	hard-work	natural-talent	0	0	0	0	0	0	0	Not moral foundations.
315	stingy :: generous	stingy	generous	1	0	0	0	0	0	0	Generous relates to care; stingy opposite.
316	stubborn :: accommodating	stubborn	accommodating	0	0	0	0	0	0	0	Not clearly matching any foundation.
317	extravagant :: thrifty	extravagant	thrifty	0	0	0	0	1	0	0	Thrifty relates to self-discipline (purity).
318	demanding :: unchallenging	demanding	unchallenging	0	0	0	0	0	0	0	Not moral foundations.
319	two-faced :: one-faced	two-faced	one-faced	0	1	0	0	0	0	0	Two-faced implies dishonesty, related to fairness.
320	plastic :: wooden	plastic	wooden	0	0	0	0	1	0	0	Plastic unnatural, wooden natural; purity includes naturalness.
321	neutral :: opinionated	neutral	opinionated	0	0	0	0	0	0	0	Not moral foundations.
322	chivalrous :: businesslike	chivalrous	businesslike	0	0	0	1	0	0	0	Chivalrous relates to honor and respect (authority).
323	high standards :: desperate	high standards	desperate	0	0	0	0	0	0	0	Not moral foundations.
324	on-time :: tardy	on-time	tardy	0	0	0	1	0	0	0	On-time relates to order and compliance (authority).
