trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
30	curious :: apathetic	curious	apathetic	0	0	0	0	0	0	0	Cognitive/motivational style, not clearly tied to a moral foundation.
31	rude :: respectful	rude	respectful	1	0	0	1	0	0	0	Respectful maps to AuthorityVirtue; rudeness also implicates care/harm toward others.
32	diligent :: lazy	diligent	lazy	0	0	0	0	1	0	0	Diligence relates to self-discipline and self-improvement, core purity virtues.
33	lustful :: chaste	lustful	chaste	0	0	0	0	1	0	0	Chaste is a PurityVirtue; lustful maps to PurityVice (promiscuity/carnality).
34	chatty :: reserved	chatty	reserved	0	0	0	0	0	0	0	Social style dimension with no clear moral foundation relevance.
35	emotional :: logical	emotional	logical	0	0	0	0	0	0	0	Cognitive/personality style dimension, not a moral foundation.
36	moody :: stable	moody	stable	0	0	0	0	0	0	0	Temperament dimension, not clearly tied to a moral foundation.
37	dunce :: genius	dunce	genius	0	0	0	0	0	0	0	Intelligence dimension, not a moral foundation.
38	arrogant :: humble	arrogant	humble	0	0	0	1	1	0	1	Humility is a virtue in both authority (deference) and purity (modesty) foundations; arrogance is broadly a vice.
39	heroic :: villainous	heroic	villainous	1	1	1	0	0	0	1	Heroism and villainy span multiple foundations (care, fairness, loyalty) and are broadly general moral poles.
40	attractive :: repulsive	attractive	repulsive	0	0	0	0	1	0	0	Repulsive maps to disgust/PurityVice; purity foundation is shaped by disgust psychology.
41	rational :: whimsical	rational	whimsical	0	0	0	0	0	0	0	Cognitive/personality style dimension, not a moral foundation.
42	mischievous :: well behaved	mischievous	well behaved	0	0	0	1	0	0	0	Well behaved relates to obedience/compliance (AuthorityVirtue); mischievous implies defiance (AuthorityVice).
43	aloof :: obsessed	aloof	obsessed	0	0	0	0	0	0	0	Interpersonal engagement style, not clearly tied to a moral foundation.
44	indulgent :: sober	indulgent	sober	0	0	0	0	1	0	0	Sober/abstinent maps to PurityVirtue (self-discipline, abstinence); indulgent maps to PurityVice (intemperance).
45	kinky :: vanilla	kinky	vanilla	0	0	0	0	1	1	0	Kinky relates to purity (sexual deviance/carnality); liberty is relevant as sexual freedom/autonomy is a liberty concern.
46	straightforward :: cryptic	straightforward	cryptic	0	1	0	0	0	0	0	Straightforward implies honesty, which maps to FairnessVirtue in the dictionary.
47	spontaneous :: deliberate	spontaneous	deliberate	0	0	0	0	0	0	0	Behavioral style dimension, not clearly tied to a moral foundation.
48	libertarian :: socialist	libertarian	socialist	1	1	1	0	0	1	0	Libertarian pole strongly relates to liberty foundation; socialist pole relates to care, fairness, and loyalty/collectivism.
49	scheduled :: spontaneous	scheduled	spontaneous	0	0	0	0	0	0	0	Lifestyle/organizational style dimension, not clearly tied to a moral foundation.
50	works hard :: plays hard	works hard	plays hard	0	0	0	0	1	0	0	Works hard relates to self-discipline/diligence (PurityVirtue); plays hard loosely implies indulgence (PurityVice).
51	reasoned :: instinctual	reasoned	instinctual	0	0	0	0	0	0	0	
52	focused on the present :: focused on the future	focused on the present	focused on the future	0	0	0	0	0	0	0	
53	empirical :: theoretical	empirical	theoretical	0	0	0	0	0	0	0	
54	open :: guarded	open	guarded	0	0	0	0	0	0	0	
55	methodical :: astonishing	methodical	astonishing	0	0	0	0	0	0	0	
56	mighty :: puny	mighty	puny	0	0	0	0	0	0	0	
57	bossy :: meek	bossy	meek	0	0	0	1	0	1	0	Bossy relates to domineering authority/control; liberty foundation captures resentment toward those who dominate others.
58	barbaric :: civilized	barbaric	civilized	1	0	0	1	1	0	1	Barbaric implies cruelty/harm (care), violation of social order (authority), and degraded/impure conduct (purity); broad moral valence warrants general.
59	gregarious :: private	gregarious	private	0	0	0	0	0	0	0	
60	quiet :: loud	quiet	loud	0	0	0	0	0	0	0	
61	political :: nonpolitical	political	nonpolitical	0	0	0	0	0	0	0	
62	confident :: insecure	confident	insecure	0	0	0	0	0	0	0	
63	democratic :: authoritarian	democratic	authoritarian	0	1	0	1	0	1	0	Democratic relates to fairness/equal rights; authoritarian relates to authority hierarchy; liberty captures opposition to domination.
64	debased :: pure	debased	pure	0	0	0	0	1	0	0	Both poles directly map to purity foundation; debase* and pure* appear in MFT dictionary.
65	fast :: slow	fast	slow	0	0	0	0	0	0	0	
66	frugal :: lavish	frugal	lavish	0	0	0	0	1	0	0	Frugal relates to purity foundation's virtues of self-discipline and abstemiousness; lavish implies intemperance.
67	ludicrous :: sensible	ludicrous	sensible	0	0	0	0	0	0	0	
68	orange :: purple	orange	purple	0	0	0	0	0	0	0	
69	tall :: short	tall	short	0	0	0	0	0	0	0	
70	young :: old	young	old	0	0	0	0	0	0	0	
71	down2earth :: head@clouds	down2earth	head@clouds	0	0	0	0	0	0	0	
72	extrovert :: introvert	extrovert	introvert	0	0	0	0	0	0	0	
73	open to new experiences :: uncreative	open to new experiences	uncreative	0	0	0	0	0	0	0	
74	calm :: anxious	calm	anxious	0	0	0	0	0	0	0	
75	disorganized :: self-disciplined	disorganized	self-disciplined	0	0	0	0	1	0	0	Self-disciplined maps to purity foundation's virtue of self-discipline.
76	quarrelsome :: warm	quarrelsome	warm	1	0	0	0	0	0	0	Right pole (warm) relates to care/nurturance; left pole (quarrelsome) is its absence.
77	nerd :: jock	nerd	jock	0	0	0	0	0	0	0	Social/cultural identity types; no clear moral foundation relevance.
78	lowbrow :: highbrow	lowbrow	highbrow	0	0	0	0	0	0	0	Cultural/aesthetic distinction; no clear moral foundation relevance.
79	selfish :: altruistic	selfish	altruistic	1	1	0	0	0	0	1	Altruism relates to care and fairness/reciprocity; selfishness vs. altruism is a broad moral virtue/vice contrast.
80	autistic :: neurotypical	autistic	neurotypical	0	0	0	0	0	0	0	Neurodevelopmental distinction; not a moral trait differential.
81	angelic :: demonic	angelic	demonic	0	0	0	0	1	0	1	Angelic/demonic invokes purity/sanctity and broad moral goodness vs. evil.
82	hesitant :: decisive	hesitant	decisive	0	0	0	0	0	0	0	Personality/behavioral style; no clear moral foundation relevance.
83	devout :: heathen	devout	heathen	0	0	0	1	1	0	1	Devout relates to piety/authority (religious deference); heathen implies impiety/purity violation; general moral framing present.
84	cruel :: kind	cruel	kind	1	0	0	0	0	0	1	Cruelty is a core harm/care vice; kindness is a core care virtue. Also broadly moral.
85	direct :: roundabout	direct	roundabout	0	0	0	0	0	0	0	Communication style; no clear moral foundation relevance.
86	mathematical :: literary	mathematical	literary	0	0	0	0	0	0	0	Cognitive/intellectual style distinction; no moral foundation relevance.
87	blue-collar :: ivory-tower	blue-collar	ivory-tower	0	0	0	0	0	0	0	Socioeconomic/class distinction; no clear moral foundation relevance.
88	slovenly :: stylish	slovenly	stylish	0	0	0	0	0	0	0	Aesthetic/grooming style; no clear moral foundation relevance.
89	playful :: shy	playful	shy	0	0	0	0	0	0	0	Personality/social style; no clear moral foundation relevance.
90	serious :: bold	serious	bold	0	0	0	0	0	0	0	Personality/behavioral style; no clear moral foundation relevance.
91	charming :: trusting	charming	trusting	0	0	0	0	0	0	0	Social/interpersonal style; no clear moral foundation relevance.
92	awkward :: suspicious	awkward	suspicious	0	0	0	0	0	0	0	Social/interpersonal style; no clear moral foundation relevance.
93	hipster :: basic	hipster	basic	0	0	0	0	0	0	0	Cultural/aesthetic identity; no clear moral foundation relevance.
94	coordinated :: clumsy	coordinated	clumsy	0	0	0	0	0	0	0	Physical/motor skill; no moral foundation relevance.
95	funny :: humorless	funny	humorless	0	0	0	0	0	0	0	Personality/social style; no clear moral foundation relevance.
96	politically correct :: edgy	politically correct	edgy	1	1	0	0	1	1	0	PC relates to care (avoiding harm) and fairness (avoiding offense/discrimination); edgy can invoke purity violations and liberty (freedom from speech constraints).
97	rich :: poor	rich	poor	0	1	0	0	0	0	0	Wealth disparity relates to fairness/equality concerns.
98	hard :: soft	hard	soft	0	0	0	0	0	0	0	Personality/temperament style; no clear moral foundation relevance.
99	remote :: involved	remote	involved	1	0	1	0	0	0	0	Right pole (involved) relates to care and group loyalty/commitment; left pole (remote) implies detachment from both.
100	metaphorical :: literal	metaphorical	literal	0	0	0	0	0	0	0	Cognitive/communication style; no moral foundation relevance.
101	biased :: impartial	biased	impartial	0	1	0	0	0	0	0	Both poles map directly to fairness (bias=FairnessVice, impartial=FairnessVirtue).
102	mundane :: extraordinary	mundane	extraordinary	0	0	0	0	0	0	0	Descriptive quality dimension; no clear moral foundation relevance.
103	tiresome :: interesting	tiresome	interesting	0	0	0	0	0	0	0	Descriptive/aesthetic dimension; no moral foundation relevance.
104	smooth :: rough	smooth	rough	0	0	0	0	0	0	0	Textural/stylistic dimension; no moral foundation relevance.
105	spicy :: mild	spicy	mild	0	0	0	0	0	0	0	Sensory/stylistic dimension; no moral foundation relevance.
106	enslaved :: emancipated	enslaved	emancipated	1	1	0	0	0	1	0	Slavery involves harm/care, denial of rights/fairness, and oppression of liberty; emancipation is the liberty pole.
107	optimistic :: pessimistic	optimistic	pessimistic	0	0	0	0	0	0	0	Attitudinal/dispositional dimension; no moral foundation relevance.
108	sickly :: healthy	sickly	healthy	0	0	0	0	1	0	0	Health/disease relates to purity foundation (contamination, bodily integrity); sickly pole connects to PurityVice via disease.
109	luddite :: technophile	luddite	technophile	0	0	0	0	0	0	0	Attitude toward technology; no clear moral foundation relevance.
110	vain :: demure	vain	demure	0	0	0	0	1	0	0	Demure relates to modesty (PurityVirtue); vanity is its opposite.
111	high-tech :: low-tech	high-tech	low-tech	0	0	0	0	0	0	0	Technological preference dimension; no moral foundation relevance.
112	flexible :: rigid	flexible	rigid	0	0	0	0	0	0	0	Cognitive/behavioral style dimension; no clear moral foundation relevance.
113	cosmopolitan :: provincial	cosmopolitan	provincial	0	0	1	0	0	0	0	Provincial pole relates to ingroup/loyalty (favoring local community over broader world).
114	arcane :: mainstream	arcane	mainstream	0	0	0	0	0	0	0	Stylistic/cultural dimension; no moral foundation relevance.
115	outlaw :: sheriff	outlaw	sheriff	0	1	0	1	0	1	0	Sheriff represents law/authority and justice/fairness; outlaw represents defiance of authority and liberty from law.
116	pronatalist :: child free	pronatalist	child free	0	0	0	0	0	1	0	Child free pole relates to personal liberty/autonomy over reproductive choices.
117	sad :: happy	sad	happy	0	0	0	0	0	0	0	Emotional state dimension; no moral foundation relevance.
118	jealous :: compersive	jealous	compersive	1	0	0	0	0	0	0	Compersive (feeling joy at others' joy) relates to care/empathy; jealousy involves harm to relationships.
119	bitter :: sweet	bitter	sweet	0	0	0	0	0	0	0	Primarily sensory/temperamental dimension; no clear moral foundation relevance.
120	resigned :: resistant	resigned	resistant	0	0	0	0	0	1	0	Resistant pole relates to liberty foundation (reactance against oppression/domination).
121	sarcastic :: genuine	sarcastic	genuine	0	1	0	0	0	0	0	Genuine relates to honesty (FairnessVirtue in dictionary); sarcasm can involve deception.
122	human :: animalistic	human	animalistic	0	0	0	0	1	0	0	Animalistic pole relates to purity foundation (carnal, less elevated; purity involves striving to live in a less carnal way).
123	sporty :: bookish	sporty	bookish	0	0	0	0	0	0	0	Lifestyle/interest dimension; no moral foundation relevance.
124	moderate :: extreme	moderate	extreme	0	0	0	0	0	0	0	Degree/intensity dimension; no clear moral foundation relevance on its own.
125	angry :: good-humored	angry	good-humored	1	0	0	0	0	0	0	Good-humored relates to care/kindness; anger can involve harm to others.
126	depressed :: bright	depressed	bright	0	0	0	0	0	0	0	
127	self-conscious :: self-assured	self-conscious	self-assured	0	0	0	0	0	0	0	
128	vulnerable :: armoured	vulnerable	armoured	1	0	0	0	0	0	0	Left pole (vulnerable) relates to care foundation — vulnerability invites protection and nurturance.
129	warm :: cold	warm	cold	1	0	0	0	0	0	0	Left pole (warm) relates to care — kindness and nurturance.
130	assertive :: passive	assertive	passive	0	0	0	0	0	0	0	
131	active :: slothful	active	slothful	0	0	0	0	1	0	0	Right pole (slothful) relates to purity — sloth as a failure of self-discipline and self-improvement.
132	imaginative :: practical	imaginative	practical	0	0	0	0	0	0	0	
133	adventurous :: stick-in-the-mud	adventurous	stick-in-the-mud	0	0	0	0	0	0	0	
134	obedient :: rebellious	obedient	rebellious	0	0	0	1	0	1	0	Left pole (obedient) maps to authority virtue; right pole (rebellious) maps to authority vice / liberty.
135	competent :: incompetent	competent	incompetent	0	0	0	0	0	0	0	
136	unambitious :: driven	unambitious	driven	0	0	0	0	0	0	0	
137	simple :: complicated	simple	complicated	0	0	0	0	0	0	0	
138	proletariat :: bourgeoisie	proletariat	bourgeoisie	0	1	0	1	0	1	0	Right pole (bourgeoisie) is in MFT dictionary under authority virtue (class hierarchy); the differential also evokes fairness and liberty concerns around class inequality and domination.
139	alpha :: beta	alpha	beta	0	0	0	1	0	1	0	Alpha/beta framing relates to dominance hierarchy (authority) and dominance/oppression (liberty).
140	right-brained :: left-brained	right-brained	left-brained	0	0	0	0	0	0	0	
141	thick-skinned :: sensitive	thick-skinned	sensitive	1	0	0	0	0	0	0	Right pole (sensitive) relates to care — empathy and sensitivity to others' pain.
142	charismatic :: uninspiring	charismatic	uninspiring	0	0	0	1	0	0	0	Left pole (charismatic) relates to authority — leadership and prestige.
143	feisty :: gracious	feisty	gracious	0	0	0	0	0	0	0	
144	eloquent :: unpolished	eloquent	unpolished	0	0	0	0	0	0	0	
145	high IQ :: low IQ	high IQ	low IQ	0	0	0	0	0	0	0	
146	insider :: outsider	insider	outsider	0	1	1	0	0	0	0	Left pole (insider) is in MFT dictionary under loyalty virtue; right pole (outsider) relates to exclusion (fairness vice).
147	morning lark :: night owl	morning lark	night owl	0	0	0	0	0	0	0	
148	thin :: thick	thin	thick	0	0	0	0	0	0	0	
149	sheeple :: conspiracist	sheeple	conspiracist	0	0	0	1	0	1	0	Left pole (sheeple) implies blind deference to authority; right pole (conspiracist) implies resistance to perceived oppressive authority, relating to liberty.
150	neat :: messy	neat	messy	0	0	0	0	1	0	0	Left pole (neat) relates to purity — cleanliness and order as purity virtue; right pole (messy) relates to purity vice.
151	vague :: precise	vague	precise	0	0	0	0	0	0	0	
152	philosophical :: real	philosophical	real	0	0	0	0	0	0	0	
153	modern :: historical	modern	historical	0	0	0	1	0	0	0	Right pole relates to tradition, which maps to authority foundation.
154	judgemental :: accepting	judgemental	accepting	0	1	0	0	0	0	0	Accepting relates to tolerance/impartiality; judgemental relates to bias/prejudice, both fairness-relevant.
155	average :: deviant	average	deviant	0	0	0	1	1	0	0	Deviant implies violation of norms (authority) and impurity/contamination (purity).
156	gossiping :: confidential	gossiping	confidential	0	1	1	0	0	0	0	Gossiping involves betrayal of trust (loyalty) and dishonesty/unfairness; confidential reflects trustworthiness.
157	official :: backdoor	official	backdoor	0	1	0	1	0	0	0	Official relates to legitimate authority/order; backdoor implies circumventing rules, touching fairness and authority.
158	scholarly :: crafty	scholarly	crafty	0	0	0	0	0	0	0	
159	leisurely :: hurried	leisurely	hurried	0	0	0	0	0	0	0	
160	explorer :: builder	explorer	builder	0	0	0	0	0	0	0	
161	captain :: first-mate	captain	first-mate	0	0	0	1	0	0	0	Reflects leadership/followership hierarchy and rank, core to authority foundation.
162	mysterious :: unambiguous	mysterious	unambiguous	0	0	0	0	0	0	0	
163	independent :: codependent	independent	codependent	0	0	0	0	0	1	0	Independent pole relates to liberty/autonomy; codependent implies constrained freedom.
164	family-first :: work-first	family-first	work-first	1	0	1	0	0	0	0	Family-first relates to care/nurturance and ingroup loyalty toward family.
165	scruffy :: manicured	scruffy	manicured	0	0	0	0	1	0	0	Manicured/scruffy relate to cleanliness and bodily presentation, touching purity foundation.
166	wild :: tame	wild	tame	0	0	0	1	1	1	0	Wild implies freedom from constraint (liberty) and lack of order (authority); tame implies submission to norms. Purity relevant via naturalness/carnal dimension.
167	prestigious :: disreputable	prestigious	disreputable	0	0	0	1	0	0	1	Prestigious relates to status/rank (authority); disreputable implies moral failing (general).
168	scandalous :: proper	scandalous	proper	0	0	0	1	1	0	1	Proper maps to authority norms and purity; scandalous implies moral/social transgression (general).
169	unprepared :: hoarder	unprepared	hoarder	0	1	0	0	0	0	0	Hoarding can relate to fairness concerns around equitable distribution of resources.
170	sheltered :: street-smart	sheltered	street-smart	0	0	0	0	0	0	0	
171	open-minded :: close-minded	open-minded	close-minded	0	1	0	0	0	0	0	Open-minded relates to tolerance and impartiality; close-minded relates to bias/prejudice, both fairness-relevant.
172	permanent :: transient	permanent	transient	0	0	0	0	0	0	0	
173	dramatic :: no-nonsense	dramatic	no-nonsense	0	0	0	0	0	0	0	
174	apprentice :: master	apprentice	master	0	0	0	1	0	0	0	Reflects hierarchical rank and leader/follower dynamic central to authority foundation.
175	straight :: queer	straight	queer	0	1	0	0	1	1	0	Purity foundation historically invoked around sexual nonconformity; fairness/liberty relevant regarding rights and freedom from discrimination.
176	androgynous :: gendered	androgynous	gendered	0	0	0	0	1	1	0	Purity foundation relates to gender norms and naturalness; liberty relates to freedom from imposed gender roles.
177	repetitive :: varied	repetitive	varied	0	0	0	0	0	0	0	
178	patient :: impatient	patient	impatient	1	0	0	0	0	0	0	Patient pole relates to care/nurturance virtues.
179	poisonous :: nurturing	poisonous	nurturing	1	0	0	0	1	0	0	Nurturing pole relates to care foundation; poisonous pole relates to purity/contamination.
180	creepy :: disarming	creepy	disarming	0	0	0	0	1	0	0	Creepy pole evokes disgust/purity concerns.
181	inspiring :: cringeworthy	inspiring	cringeworthy	0	0	0	0	1	0	0	Cringeworthy pole evokes mild disgust/purity reaction.
182	soulless :: soulful	soulless	soulful	0	0	0	0	1	0	1	Soulful pole relates to purity/spirituality; soulless implies moral/general deficiency.
183	beautiful :: ugly	beautiful	ugly	0	0	0	0	1	0	0	Beauty/ugliness relates to purity aesthetics and disgust sensitivity.
184	domestic :: industrial	domestic	industrial	0	0	0	0	0	0	0	
185	juvenile :: mature	juvenile	mature	0	0	0	1	0	0	0	Mature pole relates to authority foundation virtues of respect and deference.
186	idealist :: realist	idealist	realist	0	0	0	0	0	0	0	
187	nihilist :: existentialist	nihilist	existentialist	0	0	0	0	0	0	1	Nihilist pole implies rejection of moral values generally.
188	objective :: subjective	objective	subjective	0	1	0	0	0	0	0	Objective pole relates to impartiality and fairness.
189	theist :: atheist	theist	atheist	0	0	0	1	1	0	0	Theist pole relates to purity/spirituality and authority/tradition foundations.
190	classical :: avant-garde	classical	avant-garde	0	0	0	1	0	0	0	Classical pole relates to authority/tradition; avant-garde to defiance of tradition.
191	utilitarian :: decorative	utilitarian	decorative	0	0	0	0	0	0	0	
192	generalist :: specialist	generalist	specialist	0	0	0	0	0	0	0	
193	multicolored :: monochrome	multicolored	monochrome	0	0	0	0	0	0	0	
194	complimentary :: insulting	complimentary	insulting	1	0	0	1	0	0	1	Insulting pole relates to disrespect (authority) and harm to others (care); general moral valence is strong.
195	individualist :: communal	individualist	communal	0	0	1	0	0	1	0	Communal pole relates to loyalty/ingroup; individualist pole relates to liberty.
196	equitable :: hypocritical	equitable	hypocritical	0	1	0	0	0	0	1	Equitable pole directly maps to fairness; hypocritical pole has broad moral vice connotation.
197	traditional :: unorthodox	traditional	unorthodox	0	0	0	1	0	1	0	Traditional pole relates to authority/tradition; unorthodox pole relates to liberty/defiance of norms.
198	workaholic :: slacker	workaholic	slacker	0	0	0	0	1	0	0	Purity foundation underlies self-discipline and self-improvement; slacker pole implies lack thereof.
199	resourceful :: helpless	resourceful	helpless	1	0	0	0	0	0	0	Helpless pole evokes care/protection concerns.
200	crazy :: sane	crazy	sane	0	0	0	0	0	0	0	
201	anarchist :: statist	anarchist	statist	0	0	0	1	0	1	0	anarchist pole relates to liberty/anti-authority; statist pole relates to authority and deference to state structures.
202	cool :: dorky	cool	dorky	0	0	0	0	0	0	0	Social status/style distinction with no clear moral foundation relevance.
203	important :: irrelevant	important	irrelevant	0	0	0	0	0	0	0	Describes significance or salience, not a moral dimension.
204	noob :: pro	noob	pro	0	0	0	0	0	0	0	Describes skill level, not a moral dimension.
205	deranged :: reasonable	deranged	reasonable	0	0	0	0	0	0	0	Describes mental state or rationality, not a moral foundation dimension.
206	rural :: urban	rural	urban	0	0	0	0	0	0	0	Geographic/lifestyle distinction with no clear moral foundation relevance.
207	introspective :: not introspective	introspective	not introspective	0	0	0	0	0	0	0	Cognitive/personality style with no clear moral foundation relevance.
208	city-slicker :: country-bumpkin	city-slicker	country-bumpkin	0	0	0	0	0	0	0	Cultural/geographic stereotype with no clear moral foundation relevance.
209	western :: eastern	western	eastern	0	0	0	0	0	0	0	Cultural/geographic orientation with no clear moral foundation relevance.
210	mad :: glad	mad	glad	0	0	0	0	0	0	0	Emotional state distinction with no clear moral foundation relevance.
211	social :: reclusive	social	reclusive	0	0	0	0	0	0	0	Personality/behavioral style with no clear moral foundation relevance.
212	studious :: goof-off	studious	goof-off	0	0	0	0	0	0	0	Work ethic/diligence distinction; not clearly tied to a moral foundation.
213	slugabed :: go-getter	slugabed	go-getter	0	0	0	0	0	0	0	Describes industriousness/laziness; not clearly tied to a moral foundation.
214	penny-pincher :: overspender	penny-pincher	overspender	0	0	0	0	0	0	0	Financial behavior style with no clear moral foundation relevance.
215	liberal :: conservative	liberal	conservative	0	0	0	1	0	1	0	Conservative pole relates to authority/tradition; liberal pole relates to liberty. Both poles broadly invoke MFT-relevant orientations.
216	unassuming :: pretentious	unassuming	pretentious	0	0	0	0	0	0	0	Social demeanor distinction; not clearly tied to a moral foundation.
217	persistent :: quitter	persistent	quitter	0	0	0	0	0	0	0	Describes determination vs. giving up; not clearly tied to a moral foundation.
218	hedonist :: monastic	hedonist	monastic	0	0	0	0	1	0	0	Monastic pole relates to purity via self-discipline, abstinence, and elevated/spiritual living; hedonist pole contrasts with purity norms.
219	patriotic :: unpatriotic	patriotic	unpatriotic	0	0	1	0	0	0	0	Patriotism is a core loyalty foundation virtue; unpatriotic is the corresponding vice.
220	tactful :: indiscreet	tactful	indiscreet	1	0	0	0	0	0	0	Tactfulness relates to care/consideration for others' feelings; indiscretion can cause harm.
221	wholesome :: salacious	wholesome	salacious	0	0	0	0	1	0	1	Wholesome is explicitly in the MFT dictionary as PurityVirtue/MoralityGeneral; salacious relates to purity vice (lewdness/indecency).
222	joyful :: miserable	joyful	miserable	0	0	0	0	0	0	0	Emotional state distinction with no clear moral foundation relevance.
223	zany :: regular	zany	regular	0	0	0	0	0	0	0	Personality/behavioral style with no clear moral foundation relevance.
224	alert :: oblivious	alert	oblivious	0	0	0	0	0	0	0	Cognitive/attentional style with no clear moral foundation relevance.
225	feminist :: sexist	feminist	sexist	0	1	0	0	0	1	0	Feminist pole relates to fairness (equality, rights) and liberty (opposing domination); sexist pole relates to fairness vice (discrimination, bias).
226	racist :: egalitarian	racist	egalitarian	1	1	0	0	0	1	1	Racist pole involves discrimination and prejudice (fairness vice); egalitarian pole relates to equal rights and anti-oppression (fairness virtue, liberty). General moral valence is strong.
227	abstract :: concrete	abstract	concrete	0	0	0	0	0	0	0	Cognitive style dimension; no clear moral foundation relevance.
228	formal :: intimate	formal	intimate	0	0	0	1	0	0	0	Formal pole relates to authority/hierarchy norms and social decorum.
229	resolute :: wavering	resolute	wavering	0	0	0	0	0	0	0	Personality/temperament dimension without clear moral foundation relevance.
230	deep :: shallow	deep	shallow	0	0	0	0	0	0	0	Intellectual/personality dimension; no clear moral foundation relevance.
231	valedictorian :: drop out	valedictorian	drop out	0	0	0	0	0	0	0	Academic achievement dimension; no clear moral foundation relevance.
232	minimalist :: pack rat	minimalist	pack rat	0	0	0	0	0	0	0	Lifestyle/behavioral dimension; no clear moral foundation relevance.
233	trash :: treasure	trash	treasure	0	0	0	0	0	0	0	Value/worth dimension used metaphorically; no clear moral foundation relevance.
234	stinky :: fresh	stinky	fresh	0	0	0	0	1	0	0	Stinky/fresh relates to cleanliness and purity/contamination dimension.
235	legit :: scrub	legit	scrub	0	0	0	0	0	0	1	Legit implies legitimacy and worthiness; scrub implies low moral/social worth. General moral valence present.
236	self-destructive :: self-improving	self-destructive	self-improving	1	0	0	0	1	0	0	Self-destructive relates to harm (care vice); self-improving relates to purity virtue of self-discipline and self-improvement.
237	French :: Russian	French	Russian	0	0	0	0	0	0	0	National/cultural identity dimension; no clear moral foundation relevance.
238	German :: English	German	English	0	0	0	0	0	0	0	National/cultural identity dimension; no clear moral foundation relevance.
239	Italian :: Swedish	Italian	Swedish	0	0	0	0	0	0	0	National/cultural identity dimension; no clear moral foundation relevance.
240	Greek :: Roman	Greek	Roman	0	0	0	0	0	0	0	Cultural/historical identity dimension; no clear moral foundation relevance.
241	traumatized :: flourishing	traumatized	flourishing	1	0	0	0	0	0	0	Traumatized pole relates to harm/suffering (care vice).
242	sturdy :: flimsy	sturdy	flimsy	0	0	0	0	0	0	0	Physical/structural dimension; no clear moral foundation relevance.
