trait_index	differential	left_pole	right_pole	care	fairness	loyalty	authority	purity	liberty	general	notes
32	diligent :: lazy	diligent	lazy	0	0	0	1	1	0	1	'Diligent' relates to duty (Authority) and self-discipline (Purity). General virtue/vice.
33	lustful :: chaste	lustful	chaste	0	0	0	0	1	0	0	'Chaste' is PurityVirtue. 'Lustful' is opposite of purity.
34	chatty :: reserved	chatty	reserved	0	0	0	0	0	0	0	
35	emotional :: logical	emotional	logical	0	1	0	0	0	0	0	'Logical' can imply impartiality or unbiasedness.
36	moody :: stable	moody	stable	0	0	0	0	1	0	0	'Stable' can relate to self-discipline (Purity).
37	dunce :: genius	dunce	genius	0	0	0	0	0	0	0	
38	arrogant :: humble	arrogant	humble	0	0	0	1	1	1	1	'Humble' relates to respect (Authority) and modesty (Purity). 'Arrogant' can imply disrespect (Authority) or domination (Liberty). General virtue/vice.
39	heroic :: villainous	heroic	villainous	1	1	1	1	1	1	1	Strong links to all foundations (e.g., protecting/harming, justice/injustice, group loyalty/betrayal, leadership/lawlessness, noble/depraved, fighting oppressors/dominating). General good/evil.
40	attractive :: repulsive	attractive	repulsive	0	0	0	0	1	0	0	'Repulsive' is PurityVice.
41	rational :: whimsical	rational	whimsical	0	1	0	0	0	0	0	'Rational' can imply impartiality or unbiasedness.
42	mischievous :: well behaved	mischievous	well behaved	1	0	0	1	0	0	1	'Well behaved' implies obedience/respect (Authority) and avoiding harm (Care). General good/wrong.
43	aloof :: obsessed	aloof	obsessed	1	0	0	0	0	0	0	'Aloof' can imply a lack of empathy or sympathy.
44	indulgent :: sober	indulgent	sober	0	0	0	0	1	0	0	'Sober' relates to self-discipline and abstinence (Purity). 'Indulgent' is the opposite.
45	kinky :: vanilla	kinky	vanilla	0	0	0	0	1	0	0	'Kinky' implies promiscuity/indecency (PurityVice). 'Vanilla' implies conventional/chaste (PurityVirtue).
46	straightforward :: cryptic	straightforward	cryptic	0	1	1	0	0	0	1	'Straightforward' implies honesty (Fairness, General). 'Cryptic' implies deceit (Loyalty, Fairness).
47	spontaneous :: deliberate	spontaneous	deliberate	0	0	0	0	0	0	0	
48	libertarian :: socialist	libertarian	socialist	1	1	1	1	0	1	0	'Libertarian' is explicitly Liberty. 'Socialist' relates to care, fairness, group loyalty, and state authority, often in tension with liberty.
49	scheduled :: spontaneous	scheduled	spontaneous	0	0	0	0	0	0	0	
50	works hard :: plays hard	works hard	plays hard	0	0	0	1	1	0	1	'Works hard' relates to duty (Authority) and self-discipline (Purity). General virtue/vice.
51	reasoned :: instinctual	reasoned	instinctual	0	0	0	0	0	0	0	
52	focused on the present :: focused on the future	focused on the present	focused on the future	0	0	0	0	0	0	0	
53	empirical :: theoretical	empirical	theoretical	0	0	0	0	0	0	0	
54	open :: guarded	open	guarded	0	0	0	0	0	0	0	
55	methodical :: astonishing	methodical	astonishing	0	0	0	0	0	0	0	
56	mighty :: puny	mighty	puny	0	0	0	0	0	0	0	
57	bossy :: meek	bossy	meek	0	0	0	1	0	1	0	Bossy relates to dominance and restricting liberty; meek relates to submissiveness to authority.
58	barbaric :: civilized	barbaric	civilized	1	0	0	1	1	0	1	Barbaric implies harm and lack of order/purity; civilized implies order/purity and general virtue.
59	gregarious :: private	gregarious	private	0	0	0	0	0	0	0	
60	quiet :: loud	quiet	loud	0	0	0	0	0	0	0	
61	political :: nonpolitical	political	nonpolitical	0	0	0	0	0	0	0	
62	confident :: insecure	confident	insecure	0	0	0	0	0	0	0	
63	democratic :: authoritarian	democratic	authoritarian	0	1	0	1	0	1	0	Democratic relates to fairness and liberty; authoritarian relates to authority and restriction of liberty.
64	debased :: pure	debased	pure	0	0	0	0	1	0	1	Directly relates to Purity foundation. Debased is a general vice, pure is a general virtue.
65	fast :: slow	fast	slow	0	0	0	0	0	0	0	
66	frugal :: lavish	frugal	lavish	0	0	0	0	1	0	0	Frugal relates to self-discipline and an elevated way of living (Purity); lavish implies indulgence.
67	ludicrous :: sensible	ludicrous	sensible	0	0	0	0	0	0	0	
68	orange :: purple	orange	purple	0	0	0	0	0	0	0	
69	tall :: short	tall	short	0	0	0	0	0	0	0	
70	young :: old	young	old	0	0	0	0	0	0	0	
71	down2earth :: head@clouds	down2earth	head@clouds	0	0	0	0	0	0	0	
72	extrovert :: introvert	extrovert	introvert	0	0	0	0	0	0	0	
73	open to new experiences :: uncreative	open to new experiences	uncreative	0	0	0	0	0	0	0	
74	calm :: anxious	calm	anxious	0	0	0	0	0	0	0	
75	disorganized :: self-disciplined	disorganized	self-disciplined	0	0	0	0	1	0	0	Self-disciplined directly relates to the Purity foundation.
76	quarrelsome :: warm	quarrelsome	warm	1	0	0	0	0	0	1	warm relates to care; quarrelsome relates to harm.
77	nerd :: jock	nerd	jock	0	0	0	0	0	0	0	No clear moral foundation.
78	lowbrow :: highbrow	lowbrow	highbrow	0	0	0	0	1	0	0	highbrow relates to refinement/elevation (purity); lowbrow could be seen as less refined.
79	selfish :: altruistic	selfish	altruistic	1	1	1	0	0	0	1	altruistic relates to care, fairness, loyalty; selfish relates to harm, unfairness, disloyalty.
80	autistic :: neurotypical	autistic	neurotypical	0	0	0	0	0	0	0	No moral foundation.
81	angelic :: demonic	angelic	demonic	1	1	1	1	1	1	1	Both poles strongly relate to multiple foundations, especially purity and general morality.
82	hesitant :: decisive	hesitant	decisive	0	0	0	1	0	0	0	decisive can be a virtue of leadership (authority).
83	devout :: heathen	devout	heathen	0	0	1	1	1	0	1	devout relates to loyalty, authority, purity; heathen relates to disloyalty, defiance, impurity.
84	cruel :: kind	cruel	kind	1	1	0	0	0	1	1	kind relates to care; cruel relates to harm, unfairness, and potentially oppression.
85	direct :: roundabout	direct	roundabout	0	1	0	0	0	0	0	direct can relate to honesty (fairness).
86	mathematical :: literary	mathematical	literary	0	0	0	0	0	0	0	No moral foundation.
87	blue-collar :: ivory-tower	blue-collar	ivory-tower	0	0	0	0	0	0	0	No strong moral foundation.
88	slovenly :: stylish	slovenly	stylish	0	0	0	0	1	0	0	slovenly relates to uncleanness (purity); stylish relates to refinement (purity).
89	playful :: shy	playful	shy	0	0	0	0	0	0	0	No moral foundation.
90	serious :: bold	serious	bold	0	0	0	1	0	1	0	bold can relate to leadership (authority) or challenging oppression (liberty).
91	charming :: trusting	charming	trusting	1	1	1	0	0	0	1	charming can be used to exploit (harm, unfairness, disloyalty); trusting relates to amity (care).
92	awkward :: suspicious	awkward	suspicious	0	0	1	0	0	0	0	suspicious can relate to vigilance against disloyalty.
93	hipster :: basic	hipster	basic	0	0	0	0	0	0	0	No clear moral foundation.
94	coordinated :: clumsy	coordinated	clumsy	0	0	0	0	0	0	0	No moral foundation.
95	funny :: humorless	funny	humorless	0	0	0	0	0	0	0	No moral foundation.
96	politically correct :: edgy	politically correct	edgy	1	1	0	1	1	1	1	politically correct relates to care, fairness, authority, purity; edgy relates to harm, unfairness, defiance, impurity, and liberty (challenging restrictions).
97	rich :: poor	rich	poor	0	1	0	1	0	1	0	rich vs poor relates to fairness (equality/inequality), authority (status), and liberty (freedom from constraint).
98	hard :: soft	hard	soft	1	0	0	1	0	0	0	soft relates to gentleness (care); hard can relate to lack of care or strict authority.
99	remote :: involved	remote	involved	1	0	1	1	0	0	0	involved relates to care, loyalty, and authority (engagement); remote implies lack of engagement.
100	metaphorical :: literal	metaphorical	literal	0	0	0	0	0	0	0	No moral foundation.
101	biased :: impartial	biased	impartial	0	1	0	0	0	0	0	Directly relates to fairness/unfairness.
102	mundane :: extraordinary	mundane	extraordinary	0	0	0	0	0	0	0	
103	tiresome :: interesting	tiresome	interesting	0	0	0	0	0	0	0	
104	smooth :: rough	smooth	rough	0	0	0	0	0	0	0	
105	spicy :: mild	spicy	mild	0	0	0	0	0	0	0	
106	enslaved :: emancipated	enslaved	emancipated	0	0	0	0	0	1	0	Directly relates to freedom from oppression (liberty).
107	optimistic :: pessimistic	optimistic	pessimistic	0	0	0	0	0	0	0	
108	sickly :: healthy	sickly	healthy	0	0	0	0	1	0	0	Sickly relates to disease (PurityVice).
109	luddite :: technophile	luddite	technophile	0	0	0	0	0	0	0	
110	vain :: demure	vain	demure	0	0	0	0	1	0	0	Demure relates to modesty (PurityVirtue).
111	high-tech :: low-tech	high-tech	low-tech	0	0	0	0	0	0	0	
112	flexible :: rigid	flexible	rigid	0	0	0	0	0	0	0	
113	cosmopolitan :: provincial	cosmopolitan	provincial	0	0	1	0	0	0	0	Provincial implies strong ingroup identity, while cosmopolitan implies less so.
114	arcane :: mainstream	arcane	mainstream	0	0	0	1	0	0	0	Mainstream relates to established norms and traditions (Authority).
115	outlaw :: sheriff	outlaw	sheriff	0	0	0	1	0	0	0	Directly relates to upholding or defying authority and law.
116	pronatalist :: child free	pronatalist	child free	0	0	1	0	0	0	0	Pronatalist relates to family and group continuity (Loyalty).
117	sad :: happy	sad	happy	0	0	0	0	0	0	0	
118	jealous :: compersive	jealous	compersive	0	0	0	0	0	0	0	
119	bitter :: sweet	bitter	sweet	0	0	0	0	0	0	0	
120	resigned :: resistant	resigned	resistant	0	0	0	1	0	1	0	Resistant relates to defying authority and resisting oppression (Authority, Liberty).
121	sarcastic :: genuine	sarcastic	genuine	0	0	0	0	0	0	1	Genuine relates to honesty (MoralityGeneral).
122	human :: animalistic	human	animalistic	0	0	0	0	1	0	0	Animalistic implies less elevated or carnal behavior (PurityVice).
123	sporty :: bookish	sporty	bookish	0	0	0	0	0	0	0	
124	moderate :: extreme	moderate	extreme	0	0	0	0	1	0	0	Extreme implies intemperance (PurityVice).
125	angry :: good-humored	angry	good-humored	0	0	0	0	0	0	0	
126	depressed :: bright	depressed	bright	0	0	0	0	0	0	0	
127	self-conscious :: self-assured	self-conscious	self-assured	0	0	0	0	0	0	0	
128	vulnerable :: armoured	vulnerable	armoured	1	0	0	0	0	0	0	Vulnerable implies needing protection; armoured implies protection.
129	warm :: cold	warm	cold	1	0	0	0	0	0	0	Warmth relates to kindness/empathy; coldness to lack thereof.
130	assertive :: passive	assertive	passive	0	0	0	0	0	0	0	
131	active :: slothful	active	slothful	0	0	0	0	0	0	0	
132	imaginative :: practical	imaginative	practical	0	0	0	0	0	0	0	
133	adventurous :: stick-in-the-mud	adventurous	stick-in-the-mud	0	0	0	0	0	0	0	
134	obedient :: rebellious	obedient	rebellious	0	0	0	1	0	0	0	Obedient relates to Authority virtue; rebellious relates to Authority vice.
135	competent :: incompetent	competent	incompetent	0	0	0	0	0	0	0	
136	unambitious :: driven	unambitious	driven	0	0	0	0	0	0	0	
137	simple :: complicated	simple	complicated	0	0	0	0	0	0	0	
138	proletariat :: bourgeoisie	proletariat	bourgeoisie	0	0	0	1	0	0	0	Bourgeoisie is in the dictionary for Authority; proletariat represents the opposing class in a hierarchy.
139	alpha :: beta	alpha	beta	0	0	0	1	0	0	0	Relates to social hierarchy and dominance/subordinance.
140	right-brained :: left-brained	right-brained	left-brained	0	0	0	0	0	0	0	
141	thick-skinned :: sensitive	thick-skinned	sensitive	0	0	0	0	0	0	0	
142	charismatic :: uninspiring	charismatic	uninspiring	0	0	0	1	0	0	0	Charismatic relates to leadership, a component of Authority.
143	feisty :: gracious	feisty	gracious	0	0	0	0	0	0	0	
144	eloquent :: unpolished	eloquent	unpolished	0	0	0	0	0	0	0	
145	high IQ :: low IQ	high IQ	low IQ	0	0	0	0	0	0	0	
146	insider :: outsider	insider	outsider	0	0	1	0	0	0	0	Insider is in the dictionary for Loyalty; outsider relates to not being part of the ingroup.
147	morning lark :: night owl	morning lark	night owl	0	0	0	0	0	0	0	
148	thin :: thick	thin	thick	0	0	0	0	0	0	0	
149	sheeple :: conspiracist	sheeple	conspiracist	0	0	0	1	0	1	0	Sheeple implies blind followership (Authority) and lack of autonomy (Liberty); conspiracist implies dissent (Authority vice) and fighting oppression (Liberty).
150	neat :: messy	neat	messy	0	0	0	0	1	0	0	Neatness relates to cleanliness and order (Purity); messiness to the opposite.
151	vague :: precise	vague	precise	0	0	0	0	0	0	0	
152	philosophical :: real	philosophical	real	0	0	0	0	0	0	0	
153	modern :: historical	modern	historical	0	0	0	1	0	0	0	Historical can relate to tradition (Authority).
154	judgemental :: accepting	judgemental	accepting	0	1	0	0	1	0	1	Judgemental can imply unfairness or purity-based judgment; accepting implies tolerance. Also relates to general moral character.
155	average :: deviant	average	deviant	0	0	0	1	1	0	1	Deviant can relate to disrespect for norms/traditions (Authority), impurity, or general immorality.
156	gossiping :: confidential	gossiping	confidential	0	0	1	0	0	0	1	Gossiping can be disloyal; confidential implies loyalty/trust. Gossiping is also generally immoral.
157	official :: backdoor	official	backdoor	0	0	0	1	0	0	1	Official relates to authority/rules; backdoor implies defiance of authority or improper conduct.
158	scholarly :: crafty	scholarly	crafty	0	0	0	0	0	0	1	Crafty can imply dishonesty or trickery, a general vice.
159	leisurely :: hurried	leisurely	hurried	0	0	0	0	0	0	0	
160	explorer :: builder	explorer	builder	0	0	0	0	0	0	0	
161	captain :: first-mate	captain	first-mate	0	0	0	1	0	0	0	Relates to hierarchy and roles within authority.
162	mysterious :: unambiguous	mysterious	unambiguous	0	0	0	0	0	0	0	
163	independent :: codependent	independent	codependent	0	0	0	0	0	1	0	Independent relates to freedom/autonomy (Liberty); codependent implies a lack of liberty.
164	family-first :: work-first	family-first	work-first	0	0	1	0	0	0	0	Family is a key ingroup, relating to Loyalty.
165	scruffy :: manicured	scruffy	manicured	0	0	0	0	1	0	0	Relates to cleanliness and order, aspects of Purity.
166	wild :: tame	wild	tame	0	0	0	1	1	0	0	Tame implies control/obedience (Authority, Purity); wild implies lack of control.
167	prestigious :: disreputable	prestigious	disreputable	0	0	0	1	0	0	1	Prestigious relates to status/respect (Authority); disreputable implies lack of respect or general bad character.
168	scandalous :: proper	scandalous	proper	0	0	0	1	1	0	1	Scandalous implies indecency/immorality; proper implies decency/adherence to norms (Purity, Authority, General).
169	unprepared :: hoarder	unprepared	hoarder	0	0	0	0	0	0	0	
170	sheltered :: street-smart	sheltered	street-smart	0	0	0	0	0	0	0	
171	open-minded :: close-minded	open-minded	close-minded	0	1	0	0	0	0	0	Relates to tolerance and prejudice (Fairness).
172	permanent :: transient	permanent	transient	0	0	0	0	0	0	0	
173	dramatic :: no-nonsense	dramatic	no-nonsense	0	0	0	0	0	0	0	
174	apprentice :: master	apprentice	master	0	0	0	1	0	0	0	Relates to hierarchy and roles within authority.
175	straight :: queer	straight	queer	0	0	0	1	1	0	0	Relates to adherence to/defiance of traditional norms (Authority) and conventional/natural order (Purity).
176	androgynous :: gendered	androgynous	gendered	0	0	0	0	0	0	0	
177	repetitive :: varied	repetitive	varied	0	0	0	0	0	0	0	
178	patient :: impatient	patient	impatient	0	0	0	0	0	0	1	Patience is a general virtue.
179	poisonous :: nurturing	poisonous	nurturing	1	0	0	0	0	0	1	Nurturing relates to care; poisonous relates to harm/general badness.
180	creepy :: disarming	creepy	disarming	1	0	0	0	0	0	1	Disarming suggests reducing threat/harm (care); creepy is generally negative.
181	inspiring :: cringeworthy	inspiring	cringeworthy	0	0	0	0	1	0	1	Inspiring relates to striving for elevated/noble (purity); both have general moral valence.
182	soulless :: soulful	soulless	soulful	0	0	0	0	1	0	1	Relates to spirituality and elevated/carnal aspects (purity); general moral valence.
183	beautiful :: ugly	beautiful	ugly	0	0	0	0	0	0	0	
184	domestic :: industrial	domestic	industrial	0	0	0	0	0	0	0	
185	juvenile :: mature	juvenile	mature	0	0	0	0	1	0	1	Maturity relates to self-discipline/self-improvement (purity); general moral valence.
186	idealist :: realist	idealist	realist	0	0	0	0	1	0	1	Idealism can relate to striving for an elevated way (purity) and general moral good.
187	nihilist :: existentialist	nihilist	existentialist	0	0	0	0	1	1	1	Nihilism rejects elevated meaning (purity) and moral frameworks (general); Existentialism emphasizes individual freedom (liberty).
188	objective :: subjective	objective	subjective	0	0	0	0	0	0	0	
189	theist :: atheist	theist	atheist	0	0	0	0	1	0	0	Directly relates to spirituality and sacredness (purity).
190	classical :: avant-garde	classical	avant-garde	0	0	0	1	0	1	0	Classical relates to tradition (authority); avant-garde relates to challenging norms (liberty).
191	utilitarian :: decorative	utilitarian	decorative	0	0	0	0	0	0	0	
192	generalist :: specialist	generalist	specialist	0	0	0	0	0	0	0	
193	multicolored :: monochrome	multicolored	monochrome	0	0	0	0	0	0	0	
194	complimentary :: insulting	complimentary	insulting	1	0	0	0	0	0	1	Complimentary relates to kindness (care); insulting relates to emotional harm (care) and general vice.
195	individualist :: communal	individualist	communal	0	0	1	0	0	1	0	Communal relates to ingroup (loyalty); individualist can relate to ingroup vice (loyalty) and individual freedom (liberty).
196	equitable :: hypocritical	equitable	hypocritical	0	1	0	0	0	0	1	Equitable relates to fairness; hypocritical relates to unfairness and general vice.
197	traditional :: unorthodox	traditional	unorthodox	0	0	0	1	0	1	0	Traditional relates to respect for traditions (authority); unorthodox relates to defiance of norms (authority vice) and freedom (liberty).
198	workaholic :: slacker	workaholic	slacker	0	0	0	0	1	0	1	Relates to self-discipline/self-improvement (purity); general moral valence.
199	resourceful :: helpless	resourceful	helpless	0	0	0	0	0	0	1	Both poles have general moral valence.
200	crazy :: sane	crazy	sane	0	0	0	0	0	0	0	
201	anarchist :: statist	anarchist	statist	0	0	0	1	0	1	0	Anarchist opposes authority/supports liberty; statist supports authority.
202	cool :: dorky	cool	dorky	0	0	0	0	0	0	0	
203	important :: irrelevant	important	irrelevant	0	0	0	0	0	0	0	
204	noob :: pro	noob	pro	0	0	0	0	0	0	0	
205	deranged :: reasonable	deranged	reasonable	0	0	0	0	0	0	0	
206	rural :: urban	rural	urban	0	0	0	0	0	0	0	
207	introspective :: not introspective	introspective	not introspective	0	0	0	0	0	0	0	
208	city-slicker :: country-bumpkin	city-slicker	country-bumpkin	0	0	0	0	0	0	0	
209	western :: eastern	western	eastern	0	0	0	0	0	0	0	
210	mad :: glad	mad	glad	0	0	0	0	0	0	0	
211	social :: reclusive	social	reclusive	0	0	0	0	0	0	0	
212	studious :: goof-off	studious	goof-off	0	0	0	0	1	0	1	Studious relates to self-improvement/discipline (purity); goof-off relates to lack of discipline (general vice).
213	slugabed :: go-getter	slugabed	go-getter	0	0	0	0	1	0	1	Go-getter relates to self-discipline/improvement (purity); slugabed relates to lack of discipline (general vice).
214	penny-pincher :: overspender	penny-pincher	overspender	0	0	0	0	1	0	1	Penny-pincher relates to self-discipline/austerity (purity); overspender relates to intemperance (purity vice) and general vice.
215	liberal :: conservative	liberal	conservative	0	1	1	1	1	1	0	Liberal relates to fairness, liberty; conservative relates to loyalty, authority, purity.
216	unassuming :: pretentious	unassuming	pretentious	0	0	0	0	1	0	1	Unassuming relates to modesty (purity); pretentious is a general vice.
217	persistent :: quitter	persistent	quitter	0	0	0	0	1	0	1	Persistent relates to self-discipline (purity); quitter relates to lack of discipline (general vice).
218	hedonist :: monastic	hedonist	monastic	0	0	0	0	1	0	1	Monastic strongly relates to purity virtues (self-discipline, abstinence, spirituality); hedonist relates to purity vices (intemperance, debauchery).
219	patriotic :: unpatriotic	patriotic	unpatriotic	0	0	1	0	0	0	0	Patriotic is a loyalty virtue; unpatriotic is a loyalty vice.
220	tactful :: indiscreet	tactful	indiscreet	0	0	0	0	0	0	1	Tactful is a general virtue; indiscreet is a general vice.
221	wholesome :: salacious	wholesome	salacious	0	0	0	0	1	0	1	Wholesome relates to purity/decency; salacious relates to purity vices (indecency, obscenity).
222	joyful :: miserable	joyful	miserable	0	0	0	0	0	0	0	
223	zany :: regular	zany	regular	0	0	0	0	0	0	0	
224	alert :: oblivious	alert	oblivious	0	0	0	0	0	0	0	
225	feminist :: sexist	feminist	sexist	0	1	0	0	0	1	0	Feminist relates to fairness/equality and liberty; sexist relates to unfairness/discrimination and restriction of liberty.
226	racist :: egalitarian	racist	egalitarian	0	1	0	0	0	0	1	Racist relates to unfairness/discrimination (FairnessVice). Egalitarian relates to equality/justice (FairnessVirtue). Both have general moral valence.
227	abstract :: concrete	abstract	concrete	0	0	0	0	0	0	0	
228	formal :: intimate	formal	intimate	0	0	0	0	0	0	0	
229	resolute :: wavering	resolute	wavering	0	0	0	0	0	0	0	
230	deep :: shallow	deep	shallow	0	0	0	0	0	0	0	
231	valedictorian :: drop out	valedictorian	drop out	0	0	0	0	0	0	0	
232	minimalist :: pack rat	minimalist	pack rat	0	0	0	0	1	0	0	Minimalist relates to self-discipline and striving for a less carnal way of living (PurityVirtue).
233	trash :: treasure	trash	treasure	0	0	0	0	1	0	0	Trash relates to disgust/uncleanliness (PurityVice).
234	stinky :: fresh	stinky	fresh	0	0	0	0	1	0	0	Stinky relates to disgust/uncleanliness (PurityVice). Fresh relates to clean/pure (PurityVirtue).
235	legit :: scrub	legit	scrub	0	0	0	0	0	0	1	Legit implies proper/good, scrub implies bad/worthless (General Morality).
236	self-destructive :: self-improving	self-destructive	self-improving	0	0	0	0	1	0	1	Self-improving aligns with self-discipline/striving for an elevated way (PurityVirtue). Self-destructive is generally negative (General Morality).
237	French :: Russian	French	Russian	0	0	0	0	0	0	0	
238	German :: English	German	English	0	0	0	0	0	0	0	
239	Italian :: Swedish	Italian	Swedish	0	0	0	0	0	0	0	
240	Greek :: Roman	Greek	Roman	0	0	0	0	0	0	0	
241	traumatized :: flourishing	traumatized	flourishing	1	0	0	0	0	0	1	Traumatized implies suffering/harm (HarmVice). Flourishing implies well-being (Care). Both have general moral valence.
242	sturdy :: flimsy	sturdy	flimsy	0	0	0	0	0	0	0	
243	macho :: metrosexual	macho	metrosexual	0	0	0	1	0	0	0	Macho can align with traditional gender roles and expectations, relating to respect for traditions (AuthorityVirtue).
244	claustrophobic :: spelunker	claustrophobic	spelunker	0	0	0	0	0	0	0	
245	offended :: chill	offended	chill	0	0	0	0	0	0	1	Offended is in the dictionary as MoralityGeneral.
246	rhythmic :: stuttering	rhythmic	stuttering	0	0	0	0	0	0	0	
247	musical :: off-key	musical	off-key	0	0	0	0	0	0	0	
248	lost :: enlightened	lost	enlightened	0	0	0	0	1	0	1	Enlightened relates to spirituality/elevated way of living (PurityVirtue). Both have general moral valence.
249	masochistic :: pain-avoidant	masochistic	pain-avoidant	1	0	0	0	1	0	1	Masochistic involves seeking pain/harm (HarmVice). It also goes against self-discipline/treating the body as a temple (PurityVice). Both have general moral valence.
250	efficient :: overprepared	efficient	overprepared	0	0	0	0	0	0	0	
251	oppressed :: privileged	oppressed	privileged	1	1	0	1	0	1	1	Oppressed relates to harm, unfairness, lack of liberty, and being subject to authority. Privileged relates to unfairness and authority.
252	sunny :: gloomy	sunny	gloomy	0	0	0	0	0	0	0	Emotional states, not moral.
253	vegan :: cannibal	vegan	cannibal	1	0	0	0	1	0	1	Cannibalism is extreme harm and impurity. Veganism relates to care (animals) and sometimes purity.
254	loveable :: punchable	loveable	punchable	1	0	0	0	0	0	1	Punchable implies harm. Loveable implies deserving care.
255	slow-talking :: fast-talking	slow-talking	fast-talking	0	0	0	0	0	0	0	Communication style, not moral.
256	believable :: poorly-written	believable	poorly-written	0	0	0	0	0	0	0	Relates to quality/credibility, not moral.
257	vibrant :: geriatric	vibrant	geriatric	0	0	0	0	0	0	0	Relates to energy/age, not moral.
258	consistent :: variable	consistent	variable	0	1	0	1	0	0	1	Consistency can relate to fairness (consistent rules), authority (consistent traditions/rules), and general virtue.
259	dispassionate :: romantic	dispassionate	romantic	1	0	1	0	0	0	0	Romantic can imply care and loyalty in relationships.
260	linear :: circular	linear	circular	0	0	0	0	0	0	0	Relates to structure/process, not moral.
261	intense :: lighthearted	intense	lighthearted	0	0	0	0	0	0	0	Relates to emotional tone, not moral.
262	knowledgeable :: ignorant	knowledgeable	ignorant	0	0	0	0	0	0	1	Knowledgeable can be a general virtue.
263	fixable :: unfixable	fixable	unfixable	0	0	0	0	0	0	0	Relates to repairability, not moral.
264	exuberant :: subdued	exuberant	subdued	0	0	0	0	0	0	0	Relates to energy/mood, not moral.
265	secretive :: open-book	secretive	open-book	0	1	1	0	0	0	1	Secretive can imply unfairness or disloyalty. Open-book implies honesty.
266	perceptive :: unobservant	perceptive	unobservant	0	0	0	0	0	0	0	Relates to awareness, not moral.
267	folksy :: presidential	folksy	presidential	0	0	1	1	0	0	0	Presidential relates to authority. Folksy can relate to ingroup loyalty.
268	corporate :: freelance	corporate	freelance	0	0	1	1	0	1	0	Corporate implies loyalty to a group and authority structures. Freelance implies liberty and less group loyalty.
269	sleepy :: frenzied	sleepy	frenzied	0	0	0	0	0	0	0	Relates to energy levels, not moral.
270	loose :: tight	loose	tight	0	0	0	1	0	1	0	Tight can imply authority/control. Loose can imply liberty.
